Timestamp,ADC Value,Conductance (µS)
2024-11-22 14:35:42.706582,460,0.6739085019209653
2024-11-22 14:35:43.707298,512,0.6054650840981236
2024-11-22 14:35:44.707908,510,0.6078394425445649
2024-11-22 14:35:45.708517,512,0.6054650840981236
2024-11-22 14:35:46.709102,510,0.6078394425445649
2024-11-22 14:35:47.709681,499,0.6212386255716649
2024-11-22 14:35:48.710234,483,0.6418178268421052
2024-11-22 14:35:49.710829,489,0.6339428114054901
2024-11-22 14:35:50.711475,488,0.6352418662914232
2024-11-22 14:35:51.712125,486,0.6378560136756329
2024-11-22 14:35:52.712826,472,0.6567753474500485
2024-11-22 14:35:53.713502,490,0.6326490587508528
2024-11-22 14:35:54.714091,470,0.6595701177290108
2024-11-22 14:35:55.717720,463,0.6695419533908089
2024-11-22 14:35:56.718397,452,0.6858360042220949
2024-11-22 14:35:57.719056,481,0.644486490835506
2024-11-22 14:35:58.720169,482,0.6431493905329655
2024-11-22 14:35:59.721202,473,0.6553868251603425
2024-11-22 14:36:00.721988,478,0.6485313588970448
2024-11-22 14:36:01.722562,490,0.6326490587508528
2024-11-22 14:36:02.723371,488,0.6352418662914232
2024-11-22 14:36:03.724190,225,1.3777587953232644
2024-11-22 14:36:04.725014,476,0.6512562628268598
2024-11-22 14:36:05.725847,497,0.6237385642061388
2024-11-22 14:36:06.726493,505,0.6138576179037316
2024-11-22 14:36:07.727255,506,0.6126444679884372
2024-11-22 14:36:08.727823,506,0.6126444679884372
2024-11-22 14:36:09.728435,494,0.6275264264535992
2024-11-22 14:36:10.729195,499,0.6212386255716649
2024-11-22 14:36:11.729911,486,0.6378560136756329
2024-11-22 14:36:12.730503,495,0.6262587042384179
2024-11-22 14:36:13.731076,495,0.6262587042384179
2024-11-22 14:36:14.731659,494,0.6275264264535992
2024-11-22 14:36:15.732404,498,0.6224860849259775
2024-11-22 14:36:16.733200,485,0.6391711723079708
2024-11-22 14:36:17.734177,484,0.6404917654453041
2024-11-22 14:36:18.734934,487,0.63654625607106
2024-11-22 14:36:19.735508,487,0.63654625607106
2024-11-22 14:36:20.736163,478,0.6485313588970448
2024-11-22 14:36:21.736798,480,0.6458291623533264
2024-11-22 14:36:22.737426,489,0.6339428114054901
2024-11-22 14:36:23.738264,476,0.6512562628268598
2024-11-22 14:36:24.738849,498,0.6224860849259775
2024-11-22 14:36:25.739421,492,0.6300773308135661
2024-11-22 14:36:26.739987,493,0.6287992915257531
2024-11-22 14:36:27.740558,492,0.6300773308135661
2024-11-22 14:36:28.741345,491,0.6313605759311907
2024-11-22 14:36:29.742773,482,0.6431493905329655
2024-11-22 14:36:30.743369,482,0.6431493905329655
2024-11-22 14:36:31.743933,480,0.6458291623533264
2024-11-22 14:36:32.744519,480,0.6458291623533264
2024-11-22 14:36:33.745106,480,0.6458291623533264
2024-11-22 14:36:34.745737,482,0.6431493905329655
2024-11-22 14:36:35.746475,483,0.6418178268421052
2024-11-22 14:36:36.747046,485,0.6391711723079708
2024-11-22 14:36:37.747690,484,0.6404917654453041
2024-11-22 14:36:38.748500,484,0.6404917654453041
2024-11-22 14:36:39.749467,485,0.6391711723079708
2024-11-22 14:36:40.750372,488,0.6352418662914232
2024-11-22 14:36:41.751546,487,0.63654625607106
2024-11-22 14:36:42.752427,468,0.6623887747752099
2024-11-22 14:36:43.753085,486,0.6378560136756329
2024-11-22 14:36:44.753769,486,0.6378560136756329
2024-11-22 14:36:45.754423,483,0.6418178268421052
2024-11-22 14:36:46.755232,476,0.6512562628268598
2024-11-22 14:36:47.756222,480,0.6458291623533264
2024-11-22 14:36:48.756988,484,0.6404917654453041
2024-11-22 14:36:49.757594,484,0.6404917654453041
2024-11-22 14:36:50.758178,483,0.6418178268421052
2024-11-22 14:36:51.758822,481,0.644486490835506
2024-11-22 14:36:52.759626,486,0.6378560136756329
2024-11-22 14:36:53.760595,431,0.7192523673263602
2024-11-22 14:36:54.761361,472,0.6567753474500485
2024-11-22 14:36:55.761998,478,0.6485313588970448
2024-11-22 14:36:56.762594,484,0.6404917654453041
2024-11-22 14:36:57.763175,484,0.6404917654453041
2024-11-22 14:36:58.763757,486,0.6378560136756329
2024-11-22 14:36:59.764380,506,0.6126444679884372
2024-11-22 14:37:00.765041,498,0.6224860849259775
2024-11-22 14:37:01.765687,493,0.6287992915257531
2024-11-22 14:37:02.766367,493,0.6287992915257531
2024-11-22 14:37:03.767038,415,0.7469823719389084
2024-11-22 14:37:04.767616,402,0.7711383320178377
2024-11-22 14:37:05.768209,480,0.6458291623533264
2024-11-22 14:37:06.768800,481,0.644486490835506
2024-11-22 14:37:07.769574,483,0.6418178268421052
2024-11-22 14:37:08.770379,483,0.6418178268421052
2024-11-22 14:37:09.771563,483,0.6418178268421052
2024-11-22 14:37:10.772235,484,0.6404917654453041
2024-11-22 14:37:11.772878,481,0.644486490835506
2024-11-22 14:37:12.773591,446,0.6950624334225479
2024-11-22 14:37:13.774342,448,0.6919594976016907
2024-11-22 14:37:14.775172,456,0.6798199398205845
2024-11-22 14:37:15.776196,483,0.6418178268421052
2024-11-22 14:37:16.776858,483,0.6418178268421052
2024-11-22 14:37:17.777593,484,0.6404917654453041
2024-11-22 14:37:18.778376,483,0.6418178268421052
2024-11-22 14:37:19.779127,482,0.6431493905329655
2024-11-22 14:37:20.779947,484,0.6404917654453041
2024-11-22 14:37:21.780605,438,0.7077575478347071
2024-11-22 14:37:22.781264,475,0.6526273196953872
2024-11-22 14:37:23.781930,467,0.6638071567405013
2024-11-22 14:37:24.782580,476,0.6512562628268598
2024-11-22 14:37:25.783311,479,0.6471774399789898
2024-11-22 14:37:26.784403,486,0.6378560136756329
2024-11-22 14:37:27.785692,480,0.6458291623533264
2024-11-22 14:37:28.786737,489,0.6339428114054901
2024-11-22 14:37:29.787491,490,0.6326490587508528
2024-11-22 14:37:30.788152,492,0.6300773308135661
2024-11-22 14:37:31.788816,497,0.6237385642061388
2024-11-22 14:37:32.789424,488,0.6352418662914232
2024-11-22 14:37:33.790086,489,0.6339428114054901
2024-11-22 14:37:34.790831,493,0.6287992915257531
2024-11-22 14:37:35.791501,489,0.6339428114054901
2024-11-22 14:37:36.795701,496,0.6249960937744139
2024-11-22 14:37:37.796284,496,0.6249960937744139
2024-11-22 14:37:38.796873,493,0.6287992915257531
2024-11-22 14:37:39.797467,496,0.6249960937744139
2024-11-22 14:37:40.798071,496,0.6249960937744139
2024-11-22 14:37:41.798650,493,0.6287992915257531
2024-11-22 14:37:42.799224,496,0.6249960937744139
2024-11-22 14:37:43.799801,496,0.6249960937744139
2024-11-22 14:37:44.800453,494,0.6275264264535992
2024-11-22 14:37:45.801285,496,0.6249960937744139
2024-11-22 14:37:46.801936,499,0.6212386255716649
2024-11-22 14:37:47.802503,496,0.6249960937744139
2024-11-22 14:37:48.803092,496,0.6249960937744139
2024-11-22 14:37:49.803673,492,0.6300773308135661
2024-11-22 14:37:50.804250,489,0.6339428114054901
2024-11-22 14:37:51.804872,492,0.6300773308135661
2024-11-22 14:37:52.805443,489,0.6339428114054901
2024-11-22 14:37:53.806023,490,0.6326490587508528
2024-11-22 14:37:54.806687,489,0.6339428114054901
2024-11-22 14:37:55.807563,490,0.6326490587508528
2024-11-22 14:37:56.808456,490,0.6326490587508528
2024-11-22 14:37:57.809119,481,0.644486490835506
2024-11-22 14:37:58.809800,487,0.63654625607106
